Acronym,Name,Hemisphere ID
Left: RPO,Nucleus raphe pontis,3
Right: RPO,Nucleus raphe pontis,3
Left: SLC,Subceruleus nucleus,3
Right: SLC,Subceruleus nucleus,3
Left: SLD,Sublaterodorsal nucleus,3
Right: SLD,Sublaterodorsal nucleus,3
Left: AP,Area postrema,3
Right: AP,Area postrema,3
Left: CNlam,Granular lamina of the cochlear nuclei,3
Right: CNlam,Granular lamina of the cochlear nuclei,3
Left: CNspg,"Cochlear nucleus, subpedunclular granular region",3
Right: CNspg,"Cochlear nucleus, subpedunclular granular region",3
Left: DCO,Dorsal cochlear nucleus,3
Right: DCO,Dorsal cochlear nucleus,3
Left: VCO,Ventral cochlear nucleus,3
Right: VCO,Ventral cochlear nucleus,3
Left: CU,Cuneate nucleus,3
Right: CU,Cuneate nucleus,3
Left: GR,Gracile nucleus,3
Right: GR,Gracile nucleus,3
Left: ECU,External cuneate nucleus,3
Right: ECU,External cuneate nucleus,3
Left: NTB,Nucleus of the trapezoid body,3
Right: NTB,Nucleus of the trapezoid body,3
Left: NTSce,"Nucleus of the solitary tract, central part",3
Right: NTSce,"Nucleus of the solitary tract, central part",3
Left: NTSco,"Nucleus of the solitary tract, commissural part",3
Right: NTSco,"Nucleus of the solitary tract, commissural part",3
Left: NTSge,"Nucleus of the solitary tract, gelatinous part",3
Right: NTSge,"Nucleus of the solitary tract, gelatinous part",3
Left: NTSl,"Nucleus of the solitary tract, lateral part",3
Right: NTSl,"Nucleus of the solitary tract, lateral part",3
Left: NTSm,"Nucleus of the solitary tract, medial part",3
Right: NTSm,"Nucleus of the solitary tract, medial part",3
Left: SPVC,"Spinal nucleus of the trigeminal, caudal part",3
Right: SPVC,"Spinal nucleus of the trigeminal, caudal part",3
Left: SPVI,"Spinal nucleus of the trigeminal, interpolar part",3
Right: SPVI,"Spinal nucleus of the trigeminal, interpolar part",3
Left: SPVOcdm,"Spinal nucleus of the trigeminal, oral part, caudal dorsomedial part",3
Right: SPVOcdm,"Spinal nucleus of the trigeminal, oral part, caudal dorsomedial part",3
Left: SPVOmdmd,"Spinal nucleus of the trigeminal, oral part, middle dorsomedial part, dorsal zone",3
Right: SPVOmdmd,"Spinal nucleus of the trigeminal, oral part, middle dorsomedial part, dorsal zone",3
Left: SPVOmdmv,"Spinal nucleus of the trigeminal, oral part, middle dorsomedial part, ventral zone",3
Right: SPVOmdmv,"Spinal nucleus of the trigeminal, oral part, middle dorsomedial part, ventral zone",3
Left: SPVOrdm,"Spinal nucleus of the trigeminal, oral part, rostral dorsomedial part",3
Right: SPVOrdm,"Spinal nucleus of the trigeminal, oral part, rostral dorsomedial part",3
Left: SPVOvl,"Spinal nucleus of the trigeminal, oral part, ventrolateral part",3
Right: SPVOvl,"Spinal nucleus of the trigeminal, oral part, ventrolateral part",3
Left: Pa5,Paratrigeminal nucleus,3
Right: Pa5,Paratrigeminal nucleus,3
Left: z,Nucleus z,3
Right: z,Nucleus z,3
Left: VI,Abducens nucleus,3
Right: VI,Abducens nucleus,3
Left: ACVI,Accessory abducens nucleus,3
Right: ACVI,Accessory abducens nucleus,3
Left: VII,Facial motor nucleus,3
Right: VII,Facial motor nucleus,3
Left: ACVII,Accessory facial motor nucleus,3
Right: ACVII,Accessory facial motor nucleus,3
Left: EV,Efferent vestibular nucleus,3
Right: EV,Efferent vestibular nucleus,3
Left: AMBd,"Nucleus ambiguus, dorsal division",3
Right: AMBd,"Nucleus ambiguus, dorsal division",3
Left: AMBv,"Nucleus ambiguus, ventral division",3
Right: AMBv,"Nucleus ambiguus, ventral division",3
Left: DMX,Dorsal motor nucleus of the vagus nerve,3
Right: DMX,Dorsal motor nucleus of the vagus nerve,3
Left: ECO,Efferent cochlear group,3
Right: ECO,Efferent cochlear group,3
Left: GRN,Gigantocellular reticular nucleus,3
Right: GRN,Gigantocellular reticular nucleus,3
Left: ICB,Infracerebellar nucleus,3
Right: ICB,Infracerebellar nucleus,3
Left: IO,Inferior olivary complex,3
Right: IO,Inferior olivary complex,3
Left: IRN,Intermediate reticular nucleus,3
Right: IRN,Intermediate reticular nucleus,3
Left: ISN,Inferior salivatory nucleus,3
Right: ISN,Inferior salivatory nucleus,3
Left: LIN,Linear nucleus of the medulla,3
Right: LIN,Linear nucleus of the medulla,3
Left: LRNm,"Lateral reticular nucleus, magnocellular part",3
Right: LRNm,"Lateral reticular nucleus, magnocellular part",3
Left: LRNp,"Lateral reticular nucleus, parvicellular part",3
Right: LRNp,"Lateral reticular nucleus, parvicellular part",3
Left: MARN,Magnocellular reticular nucleus,3
Right: MARN,Magnocellular reticular nucleus,3
Left: MDRNd,"Medullary reticular nucleus, dorsal part",3
Right: MDRNd,"Medullary reticular nucleus, dorsal part",3
Left: MDRNv,"Medullary reticular nucleus, ventral part",3
Right: MDRNv,"Medullary reticular nucleus, ventral part",3
Left: PARN,Parvicellular reticular nucleus,3
Right: PARN,Parvicellular reticular nucleus,3
Left: PAS,Parasolitary nucleus,3
Right: PAS,Parasolitary nucleus,3
Left: PGRNd,"Paragigantocellular reticular nucleus, dorsal part",3
Right: PGRNd,"Paragigantocellular reticular nucleus, dorsal part",3
Left: PGRNl,"Paragigantocellular reticular nucleus, lateral part",3
Right: PGRNl,"Paragigantocellular reticular nucleus, lateral part",3
Left: NIS,Nucleus intercalatus,3
Right: NIS,Nucleus intercalatus,3
Left: NR,Nucleus of Roller,3
Right: NR,Nucleus of Roller,3
Left: PRP,Nucleus prepositus,3
Right: PRP,Nucleus prepositus,3
Left: PMR,Paramedian reticular nucleus,3
Right: PMR,Paramedian reticular nucleus,3
Left: PPYd,"Parapyramidal nucleus, deep part",3
Right: PPYd,"Parapyramidal nucleus, deep part",3
Left: PPYs,"Parapyramidal nucleus, superficial part",3
Right: PPYs,"Parapyramidal nucleus, superficial part",3
Left: LAV,Lateral vestibular nucleus,3
Right: LAV,Lateral vestibular nucleus,3
Left: MV,Medial vestibular nucleus,3
Right: MV,Medial vestibular nucleus,3
Left: SPIV,Spinal vestibular nucleus,3
Right: SPIV,Spinal vestibular nucleus,3
Left: SUV,Superior vestibular nucleus,3
Right: SUV,Superior vestibular nucleus,3
Left: x,Nucleus x,3
Right: x,Nucleus x,3
Left: XII,Hypoglossal nucleus,3
Right: XII,Hypoglossal nucleus,3
Left: y,Nucleus y,3
Right: y,Nucleus y,3
Left: INV,Interstitial nucleus of the vestibular nerve,3
Right: INV,Interstitial nucleus of the vestibular nerve,3
Left: RM,Nucleus raphe magnus,3
Right: RM,Nucleus raphe magnus,3
Left: RPA,Nucleus raphe pallidus,3
Right: RPA,Nucleus raphe pallidus,3
Left: RO,Nucleus raphe obscurus,3
Right: RO,Nucleus raphe obscurus,3
Left: CBXmo,"Cerebellar cortex, molecular layer",3
Right: CBXmo,"Cerebellar cortex, molecular layer",3
Left: CBXpu,"Cerebellar cortex, Purkinje layer",3
Right: CBXpu,"Cerebellar cortex, Purkinje layer",3
Left: CBXgr,"Cerebellar cortex, granular layer",3
Right: CBXgr,"Cerebellar cortex, granular layer",3
Left: LINGmo,"Lingula (I), molecular layer",3
Right: LINGmo,"Lingula (I), molecular layer",3
Left: LINGpu,"Lingula (I), Purkinje layer",3
Right: LINGpu,"Lingula (I), Purkinje layer",3
Left: LINGgr,"Lingula (I), granular layer",3
Right: LINGgr,"Lingula (I), granular layer",3
Left: CENT2mo,"Lobule II, molecular layer",3
Right: CENT2mo,"Lobule II, molecular layer",3
Left: CENT2pu,"Lobule II, Purkinje layer",3
Right: CENT2pu,"Lobule II, Purkinje layer",3
Left: CENT2gr,"Lobule II, granular layer",3
Right: CENT2gr,"Lobule II, granular layer",3
Left: CENT3mo,"Lobule III, molecular layer",3
Right: CENT3mo,"Lobule III, molecular layer",3
Left: CENT3pu,"Lobule III, Purkinje layer",3
Right: CENT3pu,"Lobule III, Purkinje layer",3
Left: CENT3gr,"Lobule III, granular layer",3
Right: CENT3gr,"Lobule III, granular layer",3
Left: CUL4mo,"Lobule IV, molecular layer",3
Right: CUL4mo,"Lobule IV, molecular layer",3
Left: CUL4pu,"Lobule IV, Purkinje layer",3
Right: CUL4pu,"Lobule IV, Purkinje layer",3
Left: CUL4gr,"Lobule IV, granular layer",3
Right: CUL4gr,"Lobule IV, granular layer",3
Left: CUL5mo,"Lobule V, molecular layer",3
Right: CUL5mo,"Lobule V, molecular layer",3
Left: CUL5pu,"Lobule V, Purkinje layer",3
Right: CUL5pu,"Lobule V, Purkinje layer",3
Left: CUL5gr,"Lobule V, granular layer",3
Right: CUL5gr,"Lobule V, granular layer",3
"Left: CUL4, 5mo","Lobules IV-V, molecular layer",3
"Right: CUL4, 5mo","Lobules IV-V, molecular layer",3
"Left: CUL4, 5pu","Lobules IV-V, Purkinje layer",3
"Right: CUL4, 5pu","Lobules IV-V, Purkinje layer",3
"Left: CUL4, 5gr","Lobules IV-V, granular layer",3
"Right: CUL4, 5gr","Lobules IV-V, granular layer",3
Left: DECmo,"Declive (VI), molecular layer",3
Right: DECmo,"Declive (VI), molecular layer",3
Left: DECpu,"Declive (VI), Purkinje layer",3
Right: DECpu,"Declive (VI), Purkinje layer",3
Left: DECgr,"Declive (VI), granular layer",3
Right: DECgr,"Declive (VI), granular layer",3
Left: FOTUmo,"Folium-tuber vermis (VII), molecular layer",3
Right: FOTUmo,"Folium-tuber vermis (VII), molecular layer",3
Left: FOTUpu,"Folium-tuber vermis (VII), Purkinje layer",3
Right: FOTUpu,"Folium-tuber vermis (VII), Purkinje layer",3
Left: FOTUgr,"Folium-tuber vermis (VII), granular layer",3
Right: FOTUgr,"Folium-tuber vermis (VII), granular layer",3
Left: PYRmo,"Pyramus (VIII), molecular layer",3
Right: PYRmo,"Pyramus (VIII), molecular layer",3
Left: PYRpu,"Pyramus (VIII), Purkinje layer",3
Right: PYRpu,"Pyramus (VIII), Purkinje layer",3
Left: PYRgr,"Pyramus (VIII), granular layer",3
Right: PYRgr,"Pyramus (VIII), granular layer",3
Left: UVUmo,"Uvula (IX), molecular layer",3
Right: UVUmo,"Uvula (IX), molecular layer",3
Left: UVUpu,"Uvula (IX), Purkinje layer",3
Right: UVUpu,"Uvula (IX), Purkinje layer",3
Left: UVUgr,"Uvula (IX), granular layer",3
Right: UVUgr,"Uvula (IX), granular layer",3
Left: NODmo,"Nodulus (X), molecular layer",3
Right: NODmo,"Nodulus (X), molecular layer",3
Left: NODpu,"Nodulus (X), Purkinje layer",3
Right: NODpu,"Nodulus (X), Purkinje layer",3
Left: NODgr,"Nodulus (X), granular layer",3
Right: NODgr,"Nodulus (X), granular layer",3
Left: SIMmo,"Simple lobule, molecular layer",3
Right: SIMmo,"Simple lobule, molecular layer",3
Left: SIMpu,"Simple lobule, Purkinje layer",3
Right: SIMpu,"Simple lobule, Purkinje layer",3
Left: SIMgr,"Simple lobule, granular layer",3
Right: SIMgr,"Simple lobule, granular layer",3
Left: ANcr1mo,"Crus 1, molecular layer",3
Right: ANcr1mo,"Crus 1, molecular layer",3
Left: ANcr1pu,"Crus 1, Purkinje layer",3
Right: ANcr1pu,"Crus 1, Purkinje layer",3
Left: ANcr1gr,"Crus 1, granular layer",3
Right: ANcr1gr,"Crus 1, granular layer",3
Left: ANcr2mo,"Crus 2, molecular layer",3
Right: ANcr2mo,"Crus 2, molecular layer",3
Left: ANcr2pu,"Crus 2, Purkinje layer",3
Right: ANcr2pu,"Crus 2, Purkinje layer",3
Left: ANcr2gr,"Crus 2, granular layer",3
Right: ANcr2gr,"Crus 2, granular layer",3
Left: PRMmo,"Paramedian lobule, molecular layer",3
Right: PRMmo,"Paramedian lobule, molecular layer",3
Left: PRMpu,"Paramedian lobule, Purkinje layer",3
Right: PRMpu,"Paramedian lobule, Purkinje layer",3
Left: PRMgr,"Paramedian lobule, granular layer",3
Right: PRMgr,"Paramedian lobule, granular layer",3
Left: COPYmo,"Copula pyramidis, molecular layer",3
Right: COPYmo,"Copula pyramidis, molecular layer",3
Left: COPYpu,"Copula pyramidis, Purkinje layer",3
Right: COPYpu,"Copula pyramidis, Purkinje layer",3
Left: COPYgr,"Copula pyramidis, granular layer",3
Right: COPYgr,"Copula pyramidis, granular layer",3
Left: PFLmo,"Paraflocculus, molecular layer",3
Right: PFLmo,"Paraflocculus, molecular layer",3
Left: PFLpu,"Paraflocculus, Purkinje layer",3
Right: PFLpu,"Paraflocculus, Purkinje layer",3
Left: PFLgr,"Paraflocculus, granular layer",3
Right: PFLgr,"Paraflocculus, granular layer",3
Left: FLmo,"Flocculus, molecular layer",3
Right: FLmo,"Flocculus, molecular layer",3
Left: FLpu,"Flocculus, Purkinje layer",3
Right: FLpu,"Flocculus, Purkinje layer",3
Left: FLgr,"Flocculus, granular layer",3
Right: FLgr,"Flocculus, granular layer",3
Left: FN,Fastigial nucleus,3
Right: FN,Fastigial nucleus,3
Left: IP,Interposed nucleus,3
Right: IP,Interposed nucleus,3
Left: DN,Dentate nucleus,3
Right: DN,Dentate nucleus,3
Left: VeCB,Vestibulocerebellar nucleus,3
Right: VeCB,Vestibulocerebellar nucleus,3
Left: tn,terminal nerve,3
Right: tn,terminal nerve,3
Left: von,vomeronasal nerve,3
Right: von,vomeronasal nerve,3
Left: onl,olfactory nerve layer of main olfactory bulb,3
Right: onl,olfactory nerve layer of main olfactory bulb,3
Left: lot,"lateral olfactory tract, body",3
Right: lot,"lateral olfactory tract, body",3
Left: lotd,dorsal limb,3
Right: lotd,dorsal limb,3
Left: aolt,accessory olfactory tract,3
Right: aolt,accessory olfactory tract,3
Left: aco,"anterior commissure, olfactory limb",3
Right: aco,"anterior commissure, olfactory limb",3
Left: aot,accessory optic tract,3
Right: aot,accessory optic tract,3
Left: bsc,brachium of the superior colliculus,3
Right: bsc,brachium of the superior colliculus,3
Left: csc,superior colliculus commissure,3
Right: csc,superior colliculus commissure,3
Left: och,optic chiasm,3
Right: och,optic chiasm,3
Left: opt,optic tract,3
Right: opt,optic tract,3
Left: ttp,tectothalamic pathway,3
Right: ttp,tectothalamic pathway,3
Left: mlf,medial longitudinal fascicle,3
Right: mlf,medial longitudinal fascicle,3
Left: pc,posterior commissure,3
Right: pc,posterior commissure,3
Left: IVd,trochlear nerve decussation,3
Right: IVd,trochlear nerve decussation,3
Left: VIn,abducens nerve,3
Right: VIn,abducens nerve,3
Left: moV,motor root of the trigeminal nerve,3
Right: moV,motor root of the trigeminal nerve,3
Left: mtV,midbrain tract of the trigeminal nerve,3
Right: mtV,midbrain tract of the trigeminal nerve,3
Left: sptV,spinal tract of the trigeminal nerve,3
Right: sptV,spinal tract of the trigeminal nerve,3
Left: iVIIn,intermediate nerve,3
Right: iVIIn,intermediate nerve,3
Left: gVIIn,genu of the facial nerve,3
Right: gVIIn,genu of the facial nerve,3
Left: cvb,efferent cochleovestibular bundle,3
Right: cvb,efferent cochleovestibular bundle,3
Left: vVIIIn,vestibular nerve,3
Right: vVIIIn,vestibular nerve,3
Left: tb,trapezoid body,3
Right: tb,trapezoid body,3
Left: ias,intermediate acoustic stria,3
Right: ias,intermediate acoustic stria,3
Left: das,dorsal acoustic stria,3
Right: das,dorsal acoustic stria,3
Left: ll,lateral lemniscus,3
Right: ll,lateral lemniscus,3
Left: cic,inferior colliculus commissure,3
Right: cic,inferior colliculus commissure,3
Left: bic,brachium of the inferior colliculus,3
Right: bic,brachium of the inferior colliculus,3
Left: IXn,glossopharyngeal nerve,3
Right: IXn,glossopharyngeal nerve,3
Left: ts,solitary tract,3
Right: ts,solitary tract,3
Left: XIn,accessory spinal nerve,3
Right: XIn,accessory spinal nerve,3
Left: XIIn,hypoglossal nerve,3
Right: XIIn,hypoglossal nerve,3
Left: vrt,ventral roots,3
Right: vrt,ventral roots,3
Left: dl,dorsolateral fascicle,3
Right: dl,dorsolateral fascicle,3
Left: dcm,dorsal commissure of the spinal cord,3
Right: dcm,dorsal commissure of the spinal cord,3
Left: vc,ventral commissure of the spinal cord,3
Right: vc,ventral commissure of the spinal cord,3
Left: fpr,fasciculus proprius,3
Right: fpr,fasciculus proprius,3
Left: cuf,cuneate fascicle,3
Right: cuf,cuneate fascicle,3
Left: grf,gracile fascicle,3
Right: grf,gracile fascicle,3
Left: iaf,internal arcuate fibers,3
Right: iaf,internal arcuate fibers,3
Left: ml,medial lemniscus,3
Right: ml,medial lemniscus,3
Left: sttl,lateral spinothalamic tract,3
Right: sttl,lateral spinothalamic tract,3
Left: sttv,ventral spinothalamic tract,3
Right: sttv,ventral spinothalamic tract,3
Left: scrt,spinocervical tract,3
Right: scrt,spinocervical tract,3
Left: sop,spino-olivary pathway,3
Right: sop,spino-olivary pathway,3
Left: srp,spinoreticular pathway,3
Right: srp,spinoreticular pathway,3
Left: svp,spinovestibular pathway,3
Right: svp,spinovestibular pathway,3
Left: stp,spinotectal pathway,3
Right: stp,spinotectal pathway,3
Left: shp,spinohypothalamic pathway,3
Right: shp,spinohypothalamic pathway,3
Left: hht,hypothalamohypophysial tract,3
Right: hht,hypothalamohypophysial tract,3
Left: cbc,cerebellar commissure,3
Right: cbc,cerebellar commissure,3
Left: sct,spinocerebellar tract,3
Right: sct,spinocerebellar tract,3
Left: uf,uncinate fascicle,3
Right: uf,uncinate fascicle,3
Left: sctv,ventral spinocerebellar tract,3
Right: sctv,ventral spinocerebellar tract,3
Left: mcp,middle cerebellar peduncle,3
Right: mcp,middle cerebellar peduncle,3
Left: sctd,dorsal spinocerebellar tract,3
Right: sctd,dorsal spinocerebellar tract,3
Left: cct,cuneocerebellar tract,3
Right: cct,cuneocerebellar tract,3
Left: jrb,juxtarestiform body,3
Right: jrb,juxtarestiform body,3
Left: oct,olivocerebellar tract,3
Right: oct,olivocerebellar tract,3
Left: rct,reticulocerebellar tract,3
Right: rct,reticulocerebellar tract,3
Left: tct,trigeminocerebellar tract,3
Right: tct,trigeminocerebellar tract,3
Left: arb,arbor vitae,3
Right: arb,arbor vitae,3
Left: scwm,supra-callosal cerebral white matter,3
Right: scwm,supra-callosal cerebral white matter,3
Left: ec,external capsule,3
Right: ec,external capsule,3
Left: ee,"corpus callosum, extreme capsule",3
Right: ee,"corpus callosum, extreme capsule",3
Left: ccg,genu of corpus callosum,3
Right: ccg,genu of corpus callosum,3
Left: fp,"corpus callosum, posterior forceps",3
Right: fp,"corpus callosum, posterior forceps",3
Left: ccr,"corpus callosum, rostrum",3
Right: ccr,"corpus callosum, rostrum",3
Left: ccb,"corpus callosum, body",3
Right: ccb,"corpus callosum, body",3
Left: ccs,"corpus callosum, splenium",3
Right: ccs,"corpus callosum, splenium",3
Left: int,internal capsule,3
Right: int,internal capsule,3
Left: cpd,cerebal peduncle,3
Right: cpd,cerebal peduncle,3
Left: cte,corticotectal tract,3
Right: cte,corticotectal tract,3
Left: crt,corticorubral tract,3
Right: crt,corticorubral tract,3
Left: cpt,corticopontine tract,3
Right: cpt,corticopontine tract,3
Left: cbt,corticobulbar tract,3
Right: cbt,corticobulbar tract,3
Left: py,pyramid,3
Right: py,pyramid,3
Left: pyd,pyramidal decussation,3
Right: pyd,pyramidal decussation,3
Left: cstc,"corticospinal tract, crossed",3
Right: cstc,"corticospinal tract, crossed",3
Left: cstu,"corticospinal tract, uncrossed",3
Right: cstu,"corticospinal tract, uncrossed",3
Left: em,external medullary lamina of the thalamus,3
Right: em,external medullary lamina of the thalamus,3
Left: im,internal medullary lamina of the thalamus,3
Right: im,internal medullary lamina of the thalamus,3
Left: mtc,middle thalamic commissure,3
Right: mtc,middle thalamic commissure,3
Left: tp,thalamic peduncles,3
Right: tp,thalamic peduncles,3
Left: or,optic radiation,3
Right: or,optic radiation,3
Left: ar,auditory radiation,3
Right: ar,auditory radiation,3
Left: pap,pallidothalamic pathway,3
Right: pap,pallidothalamic pathway,3
Left: nst,nigrostriatal tract,3
Right: nst,nigrostriatal tract,3
Left: ntt,nigrothalamic fibers,3
Right: ntt,nigrothalamic fibers,3
Left: ptf,pallidotegmental fascicle,3
Right: ptf,pallidotegmental fascicle,3
Left: snp,striatonigral pathway,3
Right: snp,striatonigral pathway,3
Left: stf,subthalamic fascicle,3
Right: stf,subthalamic fascicle,3
Left: tspd,direct tectospinal pathway,3
Right: tspd,direct tectospinal pathway,3
Left: dtd,doral tegmental decussation,3
Right: dtd,doral tegmental decussation,3
Left: tspc,crossed tectospinal pathway,3
Right: tspc,crossed tectospinal pathway,3
Left: vtd,ventral tegmental decussation,3
Right: vtd,ventral tegmental decussation,3
Left: rrt,rubroreticular tract,3
Right: rrt,rubroreticular tract,3
Left: ctb,central tegmental bundle,3
Right: ctb,central tegmental bundle,3
Left: rstl,"retriculospinal tract, lateral part",3
Right: rstl,"retriculospinal tract, lateral part",3
Left: rstm,"retriculospinal tract, medial part",3
Right: rstm,"retriculospinal tract, medial part",3
Left: vsp,vestibulospinal pathway,3
Right: vsp,vestibulospinal pathway,3
Left: amc,amygdalar capsule,3
Right: amc,amygdalar capsule,3
Left: apd,ansa peduncularis,3
Right: apd,ansa peduncularis,3
Left: act,"anterior commissure, temporal limb",3
Right: act,"anterior commissure, temporal limb",3
Left: cing,cingulum bundle,3
Right: cing,cingulum bundle,3
Left: alv,alveus,3
Right: alv,alveus,3
Left: df,dorsal fornix,3
Right: df,dorsal fornix,3
Left: fi,fimbria,3
Right: fi,fimbria,3
Left: db,precommissural fornix diagonal band,3
Right: db,precommissural fornix diagonal band,3
Left: mct,medial corticohypothalamic tract,3
Right: mct,medial corticohypothalamic tract,3
Left: fx,columns of the fornix,3
Right: fx,columns of the fornix,3
Left: dhc,dorsal hippocampal commissure,3
Right: dhc,dorsal hippocampal commissure,3
Left: vhc,ventral hippocampal commissure,3
Right: vhc,ventral hippocampal commissure,3
Left: per,perforant path,3
Right: per,perforant path,3
Left: ab,angular path,3
Right: ab,angular path,3
Left: lab,longitudinal association bundle,3
Right: lab,longitudinal association bundle,3
Left: stc,commissural branch of stria terminalis,3
Right: stc,commissural branch of stria terminalis,3
Left: mfb,medial forebrain bundle,3
Right: mfb,medial forebrain bundle,3
Left: vlt,ventrolateral hypothalamic tract,3
Right: vlt,ventrolateral hypothalamic tract,3
Left: poc,preoptic commissure,3
Right: poc,preoptic commissure,3
Left: supa,"supraoptic commissures, anterior",3
Right: supa,"supraoptic commissures, anterior",3
Left: supd,"supraoptic commissures, dorsal",3
Right: supd,"supraoptic commissures, dorsal",3
Left: supv,"supraoptic commissures, ventral",3
Right: supv,"supraoptic commissures, ventral",3
Left: pmx,premammillary commissure,3
Right: pmx,premammillary commissure,3
Left: smd,supramammillary decussation,3
Right: smd,supramammillary decussation,3
Left: phpd,"propriohypothalamic pathways, dorsal",3
Right: phpd,"propriohypothalamic pathways, dorsal",3
Left: phpl,"propriohypothalamic pathways, lateral",3
Right: phpl,"propriohypothalamic pathways, lateral",3
Left: phpm,"propriohypothalamic pathways, medial",3
Right: phpm,"propriohypothalamic pathways, medial",3
Left: phpv,"propriohypothalamic pathways, ventral",3
Right: phpv,"propriohypothalamic pathways, ventral",3
Left: pvbh,periventricular bundle of the hypothalamus,3
Right: pvbh,periventricular bundle of the hypothalamus,3
Left: pm,principal mammillary tract,3
Right: pm,principal mammillary tract,3
Left: mtt,mammillothalamic tract,3
Right: mtt,mammillothalamic tract,3
Left: mtg,mammillotegmental tract,3
Right: mtg,mammillotegmental tract,3
Left: mp,mammillary peduncle,3
Right: mp,mammillary peduncle,3
Left: pvbt,periventricular bundle of the thalamus,3
Right: pvbt,periventricular bundle of the thalamus,3
Left: sm,stria medullaris,3
Right: sm,stria medullaris,3
Left: fr,fasciculus retroflexus,3
Right: fr,fasciculus retroflexus,3
Left: hbc,habenular commissure,3
Right: hbc,habenular commissure,3
Left: PIS,pineal stalk,3
Right: PIS,pineal stalk,3
Left: dlf,dorsal longitudinal fascicle,3
Right: dlf,dorsal longitudinal fascicle,3
Left: dtt,dorsal tegmental tract,3
Right: dtt,dorsal tegmental tract,3
Left: RC,rhinocele,3
Right: RC,rhinocele,3
Left: SEZ,subependymal zone,3
Right: SEZ,subependymal zone,3
Left: chpl,choroid plexus,3
Right: chpl,choroid plexus,3
Left: chfl,choroid fissure,3
Right: chfl,choroid fissure,3
Left: IVF,interventricular foramen,3
Right: IVF,interventricular foramen,3
Left: V3,third ventricle,3
Right: V3,third ventricle,3
Left: AQ,cerebral aqueduct,3
Right: AQ,cerebral aqueduct,3
Left: V4r,lateral recess,3
Right: V4r,lateral recess,3
Left: c,"central canal, spinal cord/medulla",3
Right: c,"central canal, spinal cord/medulla",3
Left: eg,endorhinal groove,3
Right: eg,endorhinal groove,3
Left: hf,hippocampal fissure,3
Right: hf,hippocampal fissure,3
Left: rf,rhinal fissure,3
Right: rf,rhinal fissure,3
Left: ri,rhinal incisure,3
Right: ri,rhinal incisure,3
Left: pce,precentral fissure,3
Right: pce,precentral fissure,3
Left: pcf,preculminate fissure,3
Right: pcf,preculminate fissure,3
Left: pri,primary fissure,3
Right: pri,primary fissure,3
Left: psf,posterior superior fissure,3
Right: psf,posterior superior fissure,3
Left: ppf,prepyramidal fissure,3
Right: ppf,prepyramidal fissure,3
Left: sec,secondary fissure,3
Right: sec,secondary fissure,3
Left: plf,posterolateral fissure,3
Right: plf,posterolateral fissure,3
Left: nf,nodular fissure,3
Right: nf,nodular fissure,3
Left: sif,simple fissure,3
Right: sif,simple fissure,3
Left: icf,intercrural fissure,3
Right: icf,intercrural fissure,3
Left: apf,ansoparamedian fissure,3
Right: apf,ansoparamedian fissure,3
Left: ipf,intraparafloccular fissure,3
Right: ipf,intraparafloccular fissure,3
Left: pms,paramedian sulcus,3
Right: pms,paramedian sulcus,3
Left: pfs,parafloccular sulcus,3
Right: pfs,parafloccular sulcus,3
Left: IPF,Interpeduncular fossa,3
Right: IPF,Interpeduncular fossa,3
Left: retina,retina,3
Right: retina,retina,3
